shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_13,43.4654325923763,-3.79682918005441,315,2621
Route_13,43.4654053236024,-3.7968659085358,316,2626
Route_13,43.4653688790472,-3.79692724090718,317,2632
Route_13,43.4653056827087,-3.79695113494717,318,2639
Route_13,43.4652426587171,-3.79695030676155,319,2646
Route_13,43.4651524520904,-3.79697384578391,320,2657
Route_13,43.4650628486823,-3.79691085737624,321,2668
Route_13,43.4649729867408,-3.79688495225733,322,2678
Route_13,43.4647480733669,-3.79685727276798,323,2703
Route_13,43.4639836434492,-3.79672360946628,324,2789
Route_13,43.4637049678355,-3.79665813914405,325,2820
Route_13,43.4634081991702,-3.79660479365441,326,2853
Route_13,43.4631204338922,-3.79655156695171,327,2886
Route_13,43.4630929929392,-3.79661301547748,328,2891
Route_13,43.4630567208024,-3.79664962439749,329,2896
Route_13,43.4630204486539,-3.79668623327388,330,2901
Route_13,43.4629572523452,-3.79671012667651,331,2909
Route_13,43.4628943144683,-3.79669693819839,332,2916
Route_13,43.4628400354412,-3.79673331040972,333,2922
Route_13,43.4627676633872,-3.79678180659108,334,2931
Route_13,43.4626591914273,-3.79684219008563,335,2944
Route_13,43.4625686401326,-3.79691517049815,336,2956
Route_13,43.4624775717204,-3.79706231384329,337,2972
Route_13,43.4624580133562,-3.79728456657861,338,2990
Route_13,43.4623917125328,-3.79775343736334,339,3028
Route_13,43.4623436755696,-3.79818546259179,340,3064
Route_13,43.4621877846103,-3.79987695001441,341,3202
Route_13,43.462080351496,-3.80107460607865,342,3299
Route_13,43.4620325619998,-3.80146954501659,343,3332
Route_13,43.4620216530984,-3.80154763671021,344,3338
Route_13,43.4620156466816,-3.80154667975615,345,3338
Route_13,43.4619289296042,-3.80212333750982,346,3386
Route_13,43.4619462425737,-3.8022224588509,347,3394
Route_13,43.4619638157015,-3.80228449903475,348,3399
Route_13,43.461963468706,-3.80233394065146,349,3403
Route_13,43.4619533374025,-3.80249450677845,350,3416
Route_13,43.4619245914977,-3.80274135732438,351,3437
Route_13,43.4618959318832,-3.80297584724036,352,3456
Route_13,43.4618187797857,-3.80370415565499,353,3515
Route_13,43.46178916195,-3.80407460867815,354,3546
Route_13,43.4617512352927,-3.80434605907611,355,3568
Route_13,43.4617039565747,-3.80466683106722,356,3594
Route_13,43.4616355359012,-3.80543233540488,357,3657
Route_13,43.4615950791284,-3.8060622334572,358,3708
Route_13,43.4615327998675,-3.80693133519217,359,3779
Route_13,43.4615474648047,-3.80693277778687,360,3779
Route_13,43.461523245891,-3.80730978642463,361,3809
Route_13,43.4614534968416,-3.80826068948025,362,3887
Route_13,43.461431381157,-3.80884138255948,363,3934
Route_13,43.4614806771217,-3.80950955833761,364,3988
Route_13,43.4615408118557,-3.80991828922283,365,4022
Route_13,43.4618126443541,-3.81094792510899,366,4110
Route_13,43.4619088752436,-3.8113447809636,367,4144
Route_13,43.461905804034,-3.8117773937231,368,4179
Route_13,43.4617804154777,-3.81295005927073,369,4275
Route_13,43.461674869959,-3.81386339498514,370,4350
Route_13,43.46157134302,-3.81449244082598,371,4402
Route_13,43.4614188283383,-3.81567709092173,372,4499
Route_13,43.4612797191858,-3.81624384508654,373,4548
Route_13,43.4609455275783,-3.81764854086492,374,4667
Route_13,43.4605378746587,-3.81925000935326,375,4804
Route_13,43.4602420550769,-3.82032143819981,376,4897
Route_13,43.4600751140606,-3.82099904454954,377,4955
Route_13,43.4598809812302,-3.82170100108073,378,5016
Route_13,43.4594828093575,-3.82322837667937,379,5147
Route_13,43.4590576962592,-3.82474300497993,380,5278
Route_13,43.4590469092357,-3.82499007738942,381,5298
Route_13,43.4590091115563,-3.82523678225228,382,5319
Route_13,43.4587516613716,-3.8259749334725,383,5385
Route_13,43.4586779374173,-3.8262087863174,384,5406
Route_13,43.4586951401659,-3.82632026855408,385,5415
Route_13,43.4586583225727,-3.82643101489634,386,5425
Route_13,43.4585855807474,-3.82652891075991,387,5436
Route_13,43.4585394020788,-3.82668897261138,388,5450
