stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
28673,PA112,MENENDEZ PELAYO 61,Parada,43.4666243216058,-3.79587030243382,,,,,Europe/Madrid
118017,PA461,MENENDEZ PELAYO 25,Parada,43.465748610534,-3.79799539065255,,,,,Europe/Madrid
28929,PA113,VALLICIERGO 7,Parada,43.4646442656775,-3.80024571989527,,,,,Europe/Madrid
29185,PA114,SANTA LUCIA 1,Parada,43.4638950760445,-3.80375466239194,,,,,Europe/Madrid
29441,PA115,GUEVARA 21,Parada,43.4636570886857,-3.80733324433928,,,,,Europe/Madrid
29697,PA116,PLAZA DE LOS REMEDIOS,Parada,43.4626626597193,-3.80858164201663,,,,,Europe/Madrid
34049,PA133,CAMILO ALONSO VEGA 10,Parada,43.4594073736742,-3.82633318456185,,,,,Europe/Madrid
30209,PA118,CAMILO ALONSO VEGA 22,Parada,43.4605382296154,-3.82533447248158,,,,,Europe/Madrid
30465,PA119,CAMILO ALONSO VEGA 32,Parada,43.462343462038,-3.82360331489666,,,,,Europe/Madrid
30721,PA120,LAS MERCEDARIAS,Parada,43.4643454685143,-3.81965684905706,,,,,Europe/Madrid
30977,PA121,GENERAL DAVILA 89,Parada,43.4651998384071,-3.81766374015643,,,,,Europe/Madrid
31233,PA122,GENERAL DAVILA 87,Parada,43.4671130615651,-3.81466205917392,,,,,Europe/Madrid
120321,PA470,GENERAL DAVILA 77,Parada,43.4674556695605,-3.8118400610127,,,,,Europe/Madrid
31489,PA123,LOS SALESIANOS,Parada,43.4673217665343,-3.8086145857817,,,,,Europe/Madrid
31745,PA124,PRADO SAN ROQUE,Parada,43.467188538139,-3.80616192074391,,,,,Europe/Madrid
32001,PA125,GENERAL DAVILA 41,Parada,43.4676876336864,-3.80102690113031,,,,,Europe/Madrid
32257,PA126,SANTA CLOTILDE,Parada,43.4684439120697,-3.79756106936302,,,,,Europe/Madrid
32513,PA127,BAJADA DE LA ENCINA 1,Parada,43.4687932927791,-3.79153477275802,,,,,Europe/Madrid
